C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A002,R051,02-03-03,59 ST,NQR456,BMT,01/13/2016,11:00:00,REGULAR,0004379581,0005300986                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,01/13/2016,15:00:00,REGULAR,0004379819,0005301226                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,01/13/2016,19:00:00,REGULAR,0004380758,0005301547                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,01/13/2016,23:00:00,REGULAR,0004381049,0005301702                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,01/14/2016,03:00:00,REGULAR,0004381081,0005301718                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,01/14/2016,07:00:00,REGULAR,0004381096,0005301879                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,01/14/2016,11:00:00,REGULAR,0004381325,0005302767                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,01/14/2016,15:00:00,REGULAR,0004381505,0005303029                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,01/14/2016,19:00:00,REGULAR,0004382243,0005303308                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,01/14/2016,23:00:00,REGULAR,0004382516,0005303447                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,01/15/2016,03:00:00,REGULAR,0004382555,0005303455                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,01/15/2016,07:00:00,REGULAR,0004382567,0005303603                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,01/15/2016,11:00:00,REGULAR,0004382768,0005304450                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,01/15/2016,15:00:00,REGULAR,0004382992,0005304683                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,01/15/2016,19:00:00,REGULAR,0004383674,0005304970                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,01/15/2016,23:00:00,REGULAR,0004383970,0005305079                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/09/2016,03:00:00,REGULAR,0005547645,0003068658                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/09/2016,07:00:00,REGULAR,0005547653,0003068685                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/09/2016,11:00:00,REGULAR,0005547723,0003068835                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/09/2016,15:00:00,REGULAR,0005547930,0003068919                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/09/2016,19:00:00,REGULAR,0005548280,0003069012                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/09/2016,23:00:00,REGULAR,0005548556,0003069048                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/10/2016,03:00:00,REGULAR,0005548640,0003069063                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/10/2016,07:00:00,REGULAR,0005548652,0003069073                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/10/2016,11:00:00,REGULAR,0005548718,0003069150                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/10/2016,15:00:00,REGULAR,0005548877,0003069197                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/10/2016,19:00:00,REGULAR,0005549161,0003069263                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/10/2016,23:00:00,REGULAR,0005549326,0003069307                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/11/2016,03:00:00,REGULAR,0005549374,0003069314                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/11/2016,07:00:00,REGULAR,0005549384,0003069433                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/11/2016,11:00:00,REGULAR,0005549736,0003069829                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/11/2016,15:00:00,REGULAR,0005549952,0003069922                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/11/2016,19:00:00,REGULAR,0005550796,0003070033                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/11/2016,23:00:00,REGULAR,0005551143,0003070087                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/12/2016,03:00:00,REGULAR,0005551194,0003070092                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/12/2016,07:00:00,REGULAR,0005551209,0003070194                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/12/2016,11:00:00,REGULAR,0005551559,0003070610                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/12/2016,15:00:00,REGULAR,0005551776,0003070718                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/12/2016,19:00:00,REGULAR,0005552612,0003070826                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/12/2016,23:00:00,REGULAR,0005552956,0003070892                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/13/2016,03:00:00,REGULAR,0005553009,0003070896                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/13/2016,07:00:00,REGULAR,0005553026,0003071005                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/13/2016,11:00:00,REGULAR,0005553382,0003071390                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/13/2016,15:00:00,REGULAR,0005553634,0003071498                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/13/2016,19:00:00,REGULAR,0005554575,0003071657                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/13/2016,23:00:00,REGULAR,0005554928,0003071710                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/14/2016,03:00:00,REGULAR,0005554986,0003071717                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/14/2016,07:00:00,REGULAR,0005555000,0003071842                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/14/2016,11:00:00,REGULAR,0005555389,0003072268                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/14/2016,15:00:00,REGULAR,0005555606,0003072379                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/14/2016,19:00:00,REGULAR,0005556433,0003072486                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/14/2016,23:00:00,REGULAR,0005556759,0003072548                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/15/2016,03:00:00,REGULAR,0005556819,0003072553                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/15/2016,07:00:00,REGULAR,0005556835,0003072671                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/15/2016,11:00:00,REGULAR,0005557164,0003073058                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/15/2016,15:00:00,REGULAR,0005557421,0003073139                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/15/2016,19:00:00,REGULAR,0005558215,0003073226                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/15/2016,23:00:00,REGULAR,0005558602,0003073263                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/09/2016,03:00:00,REGULAR,0008980036,0001239993                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/09/2016,07:00:00,REGULAR,0008980068,0001240003                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/09/2016,11:00:00,REGULAR,0008980259,0001240043                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/09/2016,15:00:00,REGULAR,0008980632,0001240062                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/09/2016,19:00:00,REGULAR,0008981180,0001240077                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/09/2016,23:00:00,REGULAR,0008981571,0001240087                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/10/2016,03:00:00,REGULAR,0008981735,0001240092                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/10/2016,07:00:00,REGULAR,0008981768,0001240097                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/10/2016,11:00:00,REGULAR,0008981911,0001240114                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/10/2016,15:00:00,REGULAR,0008982234,0001240122                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/10/2016,19:00:00,REGULAR,0008982622,0001240140                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/10/2016,23:00:00,REGULAR,0008982946,0001240151                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/11/2016,03:00:00,REGULAR,0008983048,0001240154                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/11/2016,07:00:00,REGULAR,0008983106,0001240184                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/11/2016,11:00:00,REGULAR,0008983703,0001240275                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/11/2016,15:00:00,REGULAR,0008984050,0001240301                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/11/2016,19:00:00,REGULAR,0008985028,0001240323                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/11/2016,23:00:00,REGULAR,0008985539,0001240342                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/12/2016,03:00:00,REGULAR,0008985641,0001240342                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/12/2016,07:00:00,REGULAR,0008985697,0001240374                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/12/2016,11:00:00,REGULAR,0008986309,0001240460                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/12/2016,15:00:00,REGULAR,0008986700,0001240495                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/12/2016,19:00:00,REGULAR,0008987785,0001240519                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/12/2016,23:00:00,REGULAR,0008988299,0001240537                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/13/2016,03:00:00,REGULAR,0008988383,0001240539                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/13/2016,07:00:00,REGULAR,0008988431,0001240562                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/13/2016,11:00:00,REGULAR,0008989069,0001240630                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/13/2016,15:00:00,REGULAR,0008989432,0001240652                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/13/2016,19:00:00,REGULAR,0008990590,0001240693                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/13/2016,23:00:00,REGULAR,0008991109,0001240711                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/14/2016,03:00:00,REGULAR,0008991204,0001240714                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/14/2016,07:00:00,REGULAR,0008991261,0001240744                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/14/2016,11:00:00,REGULAR,0008991893,0001240824                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/14/2016,15:00:00,REGULAR,0008992245,0001240847                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/14/2016,19:00:00,REGULAR,0008993332,0001240864                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/14/2016,23:00:00,REGULAR,0008993892,0001240877                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/15/2016,03:00:00,REGULAR,0008993992,0001240877                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/15/2016,07:00:00,REGULAR,0008994028,0001240918                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/15/2016,11:00:00,REGULAR,0008994626,0001241017                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/15/2016,15:00:00,REGULAR,0008995004,0001241043                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/15/2016,19:00:00,REGULAR,0008996087,0001241071                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/15/2016,23:00:00,REGULAR,0008996629,0001241082                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/09/2016,03:00:00,REGULAR,0007043070,0000469465                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/09/2016,07:00:00,REGULAR,0007043089,0000469465                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/09/2016,11:00:00,REGULAR,0007043238,0000469468                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/09/2016,15:00:00,REGULAR,0007043518,0000469472                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/09/2016,19:00:00,REGULAR,0007043940,0000469475                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/09/2016,23:00:00,REGULAR,0007044200,0000469475                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/10/2016,03:00:00,REGULAR,0007044280,0000469478                                             
